id,controller,type,description,related_hazards,context
UCA-ChasisController-ActivateHazardLight-providing-1,Chasis controller,provided,"Hazard light is activated unnecessarily when the vehicle is parked properly and no emergency or hazard condition exists, causing confusion to other drivers and pedestrians.",,"{'process_model_variables': [{'name': 'Context', 'state': ""The chassis controller activates hazard lights without a valid trigger, such as during normal parking or driving conditions, misleading other road users about the vehicle's status.""}]}"
UCA-ChasisController-ActivateHazardLight-timing-1,Chasis controller,too_early_too_late,"Hazard light is activated too late after the vehicle has started an emergency stop or critical parking maneuver, reducing the time other road users have to react.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The chassis controller delays activation of hazard lights after detecting an emergency stop condition, causing delayed warning signals to surrounding traffic.'}]}"
UCA-ChasisController-ActivateHazardLight-timing-2,Chasis controller,too_early_too_late,"Hazard light is activated too early before the vehicle initiates a parking maneuver or emergency stop, causing unnecessary distraction or confusion.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The chassis controller activates hazard lights prematurely before the vehicle actually starts parking or stopping, leading to misinterpretation of vehicle intentions.'}]}"
UCA-ChasisController-ActivateHazardLight-duration-1,Chasis controller,stopped_too_soon_applied_too_long,"Hazard light remains activated for too long after the parking maneuver or emergency condition has ended, causing confusion and potential miscommunication to other road users.",,"{'process_model_variables': [{'name': 'Context', 'state': ""The chassis controller fails to deactivate hazard lights promptly after the vehicle has completed parking or emergency stop, misleading surrounding traffic about the vehicle's status.""}]}"
UCA-ChasisController-ActivateHazardLight-duration-2,Chasis controller,stopped_too_soon_applied_too_long,"Hazard light is deactivated too soon during an ongoing emergency stop or critical parking maneuver, reducing visibility and awareness for other road users.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The chassis controller turns off hazard lights before the vehicle has safely completed the emergency stop or parking maneuver, increasing risk of collision or misunderstanding.'}]}"
UCA-ChasisController-DeactivateHazardLight-not_providing-1,Chasis controller,not_provided,"Hazard light is not deactivated when the parking maneuver is complete, causing confusion about vehicle status and potentially leading to the vehicle being perceived as still in an emergency or active parking state.",,"{'process_model_variables': [{'name': 'Context', 'state': ""After the vehicle has finished parking, the Chasis controller fails to deactivate the hazard light, misleading the driver and surrounding traffic about the vehicle's actual state.""}]}"
UCA-ChasisController-DeactivateHazardLight-not_providing-2,Chasis controller,not_provided,"Hazard light is not deactivated after an emergency cancel or manual override, leading to incorrect system state communication and possible driver confusion.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Driver cancels parking maneuver or emergency stop is triggered, but hazard light remains active due to failure to deactivate it.'}]}"
UCA-ChasisController-DeactivateHazardLight-providing-1,Chasis controller,provided,"Hazard light is deactivated prematurely during an ongoing parking maneuver, causing other road users to misinterpret the vehicle status and increasing risk of collision or unsafe interactions.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During active parking, the Chasis controller deactivates the hazard light before the vehicle is fully parked or stopped safely.'}]}"
UCA-ChasisController-DeactivateHazardLight-providing-2,Chasis controller,provided,"Hazard light is deactivated while the vehicle is outside the Operational Design Domain (ODD), leading to lack of warning signals and increased risk of unsafe operation or emergency situations.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Vehicle operates outside allowed conditions but hazard light is turned off, removing a critical alert for driver and environment.'}]}"
UCA-ChasisController-DeactivateHazardLight-timing-1,Chasis controller,too_early_too_late,"Hazard light is deactivated too early, before the vehicle has fully stopped or completed the parking maneuver, causing miscommunication of vehicle status and potential hazards related to unsafe parking or movement.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Hazard light turns off immediately after initial parking steps, while vehicle is still moving or not properly positioned.'}]}"
UCA-ChasisController-DeactivateHazardLight-timing-2,Chasis controller,too_early_too_late,"Hazard light is deactivated too late, remaining on after the vehicle is parked and ready for passenger exit, causing confusion and possibly impeding emergency services or other traffic.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Hazard light stays active long after parking is complete and passengers are ready to exit.'}]}"
UCA-ChasisController-DeactivateHazardLight-duration-1,Chasis controller,stopped_too_soon_applied_too_long,"Hazard light is deactivated too soon during the parking process, before the vehicle has reached a safe stop, increasing risk of collision or unsafe proximity to objects or pedestrians.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During parking, hazard light turns off while vehicle is still moving or close to obstacles.'}]}"
UCA-ChasisController-DeactivateHazardLight-duration-2,Chasis controller,stopped_too_soon_applied_too_long,"Hazard light remains active for too long after parking is completed, causing unnecessary distraction to other road users and possibly impeding emergency services or traffic flow.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Vehicle is parked and stationary, but hazard light continues to flash unnecessarily.'}]}"
UCA-ServoSteering-RotateLeft-not_providing-1,Servo Steering contoller,not_provided,"The Servo Steering controller does not rotate the steering column left when required during a parking maneuver, causing the vehicle to fail to align properly with the parking space.",,"{'process_model_variables': [{'name': 'Context', 'state': {'process_model_variables': [{'name': 'Context', 'state': 'During the parking process, the system requests a left steering rotation to maneuver into the parking space, but the steering column remains static or does not respond.'}]}}]}"
UCA-ServoSteering-RotateLeft-providing-1,Servo Steering contoller,provided,"The Servo Steering controller rotates the steering column left when it is not needed or when the vehicle is already aligned, causing the vehicle to deviate from the intended path and potentially collide with obstacles.",,"{'process_model_variables': [{'name': 'Context', 'state': {'process_model_variables': [{'name': 'Context', 'state': 'The parking process is inactive or the vehicle is aligned correctly, but the steering column is rotated left unnecessarily, leading to unsafe vehicle positioning.'}]}}]}"
UCA-ServoSteering-RotateLeft-timing-1,Servo Steering contoller,too_early_too_late,"The Servo Steering controller rotates the steering column left too early before the vehicle has reached the correct position or too late after the vehicle has passed the optimal turning point, causing improper parking alignment or collision.",,"{'process_model_variables': [{'name': 'Context', 'state': {'process_model_variables': [{'name': 'Context', 'state': 'During the parking maneuver, the timing of the left rotation command is mistimed relative to vehicle position and speed, leading to incorrect trajectory.'}]}}]}"
UCA-ServoSteering-RotateLeft-duration-1,Servo Steering contoller,stopped_too_soon_applied_too_long,"The Servo Steering controller rotates the steering column left for too short a duration, resulting in insufficient steering angle to properly align the vehicle within the parking space.",,"{'process_model_variables': [{'name': 'Context', 'state': {'process_model_variables': [{'name': 'Context', 'state': 'During the parking process, the steering rotation command is cut off prematurely, causing the vehicle to stop or continue without proper alignment.'}]}}]}"
UCA-ServoSteering-RotateLeft-duration-2,Servo Steering contoller,stopped_too_soon_applied_too_long,"The Servo Steering controller rotates the steering column left for too long, causing the vehicle to oversteer, potentially hitting obstacles or parking outside the designated space.",,"{'process_model_variables': [{'name': 'Context', 'state': {'process_model_variables': [{'name': 'Context', 'state': 'The steering rotation command continues beyond the required angle during parking, leading to excessive turning.'}]}}]}"
UCA-ServoSteering-RotateRight-not_providing-1,Servo Steering contoller,not_provided,"The Servo Steering controller does not rotate the steering column right when required during the parking maneuver, causing the vehicle to fail to steer away from obstacles or align properly within the parking space.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During a parking maneuver, the system detects the need to steer right to avoid an obstacle or to align the vehicle inside the designated parking space, but the steering command is not issued.'}]}"
UCA-ServoSteering-RotateRight-providing-1,Servo Steering contoller,provided,"The Servo Steering controller rotates the steering column right when it is not required, causing the vehicle to steer incorrectly and potentially collide with objects or park outside the designated space.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The system issues a rotate right command despite no obstacle avoidance or parking alignment need, leading to incorrect vehicle trajectory.'}]}"
UCA-ServoSteering-RotateRight-timing-1,Servo Steering contoller,too_early_too_late,"The Servo Steering controller rotates the steering column right too early during the parking maneuver, causing the vehicle to turn prematurely and potentially violate minimum distance to objects or miss the correct parking space.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The rotate right command is issued before the vehicle reaches the appropriate position or speed, resulting in unsafe or incorrect maneuvering.'}]}"
UCA-ServoSteering-RotateRight-timing-2,Servo Steering contoller,too_early_too_late,"The Servo Steering controller rotates the steering column right too late during the parking maneuver, causing delayed turning that results in the vehicle hitting obstacles or failing to park properly.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The rotate right command is delayed beyond the safe window for turning, causing the vehicle to overshoot or collide.'}]}"
UCA-ServoSteering-RotateRight-timing-3,Servo Steering contoller,too_early_too_late,"The Servo Steering controller rotates the steering column right out of sequence, e.g., before gear is set to reverse or before speed is reduced, causing unsafe vehicle behavior.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The rotate right command is issued before prerequisite conditions such as gear selection or speed reduction are met.'}]}"
UCA-ServoSteering-RotateRight-duration-1,Servo Steering contoller,stopped_too_soon_applied_too_long,"The Servo Steering controller rotates the steering column right for too short a duration, causing incomplete turning and resulting in the vehicle not aligning properly within the parking space or colliding with obstacles.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The rotate right command is stopped prematurely during the parking maneuver, leading to insufficient steering angle.'}]}"
UCA-ServoSteering-RotateRight-duration-2,Servo Steering contoller,stopped_too_soon_applied_too_long,"The Servo Steering controller rotates the steering column right for too long, causing the vehicle to oversteer, potentially hitting obstacles or parking outside the designated space.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The rotate right command continues beyond the required steering angle, causing excessive turning.'}]}"
UCA-EngineController-DecreaseTorque-not_providing-1,Engine controller,not_provided,"Engine controller does not decrease torque when required during parking maneuver, causing the vehicle to accelerate or maintain speed too high, leading to violation of minimum distance to objects.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During parking, the vehicle approaches an obstacle or parking space boundary and torque reduction is necessary to decelerate safely, but the engine controller fails to reduce torque.'}]}"
UCA-EngineController-DecreaseTorque-providing-1,Engine controller,provided,"Engine controller decreases torque unnecessarily or excessively, causing the vehicle to decelerate too much or stop abruptly, potentially impeding emergency services or causing unsafe conditions for passengers.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During parking or low-speed maneuvers, torque is decreased without cause, leading to abrupt deceleration that may startle passengers or block emergency vehicle access.'}]}"
UCA-EngineController-DecreaseTorque-timing-1,Engine controller,too_early_too_late,"Engine controller decreases torque too late after detecting an obstacle or parking boundary, causing the vehicle to violate minimum safe distance or overshoot the parking space.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The vehicle approaches a parking space or obstacle, but torque reduction is delayed, resulting in unsafe proximity or incorrect parking position.'}]}"
UCA-EngineController-DecreaseTorque-timing-2,Engine controller,too_early_too_late,"Engine controller decreases torque too early before the vehicle reaches the required deceleration point, causing jerky or inefficient parking maneuvers and increasing parking time.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Torque is reduced prematurely during parking, causing unnecessary slowdowns and longer parking duration or incorrect positioning.'}]}"
UCA-EngineController-DecreaseTorque-duration-1,Engine controller,stopped_too_soon_applied_too_long,"Engine controller decreases torque for too short a duration, causing insufficient deceleration and potential overshoot of parking space or unsafe distance to obstacles.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Torque reduction is applied briefly during parking, failing to slow the vehicle adequately before reaching obstacles or parking boundaries.'}]}"
UCA-EngineController-DecreaseTorque-duration-2,Engine controller,stopped_too_soon_applied_too_long,"Engine controller decreases torque for too long, causing the vehicle to stop unnecessarily or lose momentum, leading to increased parking time or inability to complete parking maneuver.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Torque is reduced excessively during parking, causing the vehicle to stall or take longer than allowed to complete the parking process.'}]}"
UCA-EngineController-IncreaseTorque-not_providing-1,Engine controller,not_provided,"Engine controller does not increase torque when required during parking maneuver, causing the vehicle to stall or fail to move as intended.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During parking process, the engine controller fails to increase torque when the vehicle needs to move forward or backward to park properly, leading to incomplete parking or system unavailability.'}]}"
UCA-EngineController-IncreaseTorque-not_providing-2,Engine controller,not_provided,"Engine controller increases torque excessively during deceleration phases, causing the vehicle to accelerate when it should slow down.",,"{'process_model_variables': [{'name': 'Context', 'state': 'While maneuvering close to obstacles, the engine controller fails to increase torque to adjust speed, causing the vehicle to violate minimum safe distance constraints.'}]}"
UCA-EngineController-IncreaseTorque-not_providing-3,Engine controller,not_provided,Engine controller does not increase torque when vehicle needs to accelerate to avoid impeding emergency services.,,"{'process_model_variables': [{'name': 'Context', 'state': 'Vehicle is blocking emergency service access and requires torque increase to move out of the way, but torque increase is not provided.'}]}"
UCA-EngineController-IncreaseTorque-providing-1,Engine controller,provided,"Engine controller increases torque when the system is activated outside the Operational Design Domain (ODD), causing unsafe vehicle movement.",,"{'process_model_variables': [{'name': 'Context', 'state': 'ParkingPilot is not authorized to operate in current conditions, but torque is increased causing unintended vehicle movement.'}]}"
UCA-EngineController-IncreaseTorque-providing-2,Engine controller,provided,"Engine controller increases torque excessively, causing too severe acceleration or deceleration.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During parking or maneuvering, torque increase leads to acceleration beyond safe limits or excessive speed in turns.'}]}"
UCA-EngineController-IncreaseTorque-providing-3,Engine controller,provided,Engine controller increases torque causing the vehicle to move while passengers are not safely seated.,,"{'process_model_variables': [{'name': 'Context', 'state': 'Vehicle attempts to move during passenger boarding or alighting without ensuring passenger safety.'}]}"
UCA-EngineController-IncreaseTorque-providing-4,Engine controller,provided,Engine controller increases torque causing the vehicle to exceed 30 km/h velocity limit.,,"{'process_model_variables': [{'name': 'Context', 'state': 'During parking or maneuvering, torque increase causes vehicle speed to surpass allowed maximum velocity.'}]}"
UCA-EngineController-IncreaseTorque-timing-1,Engine controller,too_early_too_late,"Engine controller increases torque too early before the vehicle is properly aligned or steering angle is set, causing unsafe movement.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Torque increase occurs before the vehicle is correctly positioned or steering is adjusted, leading to potential collisions or improper parking.'}]}"
UCA-EngineController-IncreaseTorque-timing-2,Engine controller,too_early_too_late,Engine controller increases torque too late after the parking maneuver has been aborted due to obstacle detection.,,"{'process_model_variables': [{'name': 'Context', 'state': 'After the parking process is aborted for safety reasons, torque increase is delayed causing unintended vehicle movement.'}]}"
UCA-EngineController-IncreaseTorque-timing-3,Engine controller,too_early_too_late,"Engine controller increases torque out of sequence, e.g., before gear is set to forward or reverse.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Torque increase command is issued before the gearbox controller sets the appropriate gear, causing unexpected vehicle behavior.'}]}"
UCA-EngineController-IncreaseTorque-duration-1,Engine controller,stopped_too_soon_applied_too_long,"Engine controller increases torque for too long, causing the vehicle to overshoot the desired parking space.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Torque is applied beyond the required duration during parking, leading to the vehicle moving past the intended parking spot.'}]}"
UCA-EngineController-IncreaseTorque-duration-2,Engine controller,stopped_too_soon_applied_too_long,"Engine controller increases torque for too short a duration, causing incomplete or aborted parking maneuvers.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Torque increase is stopped prematurely during parking, resulting in failure to complete the maneuver.'}]}"
UCA-EngineController-IncreaseTorque-duration-3,Engine controller,stopped_too_soon_applied_too_long,Engine controller increases torque for too long causing excessive acceleration leading to loss of control in turns.,,"{'process_model_variables': [{'name': 'Context', 'state': 'During turning maneuvers, prolonged torque increase causes vehicle speed to exceed safe limits, risking loss of control.'}]}"
UCA-GearboxController-ApplyPressureSetGearForward-not_providing-1,Gearbox controller,not_provided,"Gearbox controller does not apply pressure to set gear forward when commanded during parking maneuver, causing the vehicle to remain stationary or fail to move forward as required.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During an autonomous parking maneuver, the gearbox controller fails to apply pressure to engage forward gear, preventing the vehicle from moving forward to complete parking within allowed moves or time.'}]}"
UCA-GearboxController-ApplyPressureSetGearForward-providing-1,Gearbox controller,provided,"Gearbox controller applies pressure to set gear forward when it is unsafe or not commanded, causing the vehicle to move forward unexpectedly.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The gearbox controller engages forward gear without user request or outside operational design domain (ODD), potentially causing involuntary vehicle movement that violates safe distances, leaves defined driving area, or moves while passengers are not safely seated.'}]}"
UCA-GearboxController-ApplyPressureSetGearForward-timing-1,Gearbox controller,too_early_too_late,"Gearbox controller applies pressure to set gear forward too early, before the vehicle has safely completed previous maneuvers or before obstacles are cleared.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During parking, the gearbox controller sets gear forward prematurely, causing the vehicle to accelerate into obstacles or before the parking space is properly identified or cleared.'}]}"
UCA-GearboxController-ApplyPressureSetGearForward-timing-2,Gearbox controller,too_early_too_late,"Gearbox controller applies pressure to set gear forward too late, delaying vehicle movement and causing extended parking time or failure to complete parking maneuver.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The gearbox controller delays engaging forward gear during parking, causing the vehicle to exceed allowed parking time or fail to complete the maneuver within the required number of moves.'}]}"
UCA-GearboxController-ApplyPressureSetGearForward-timing-3,Gearbox controller,too_early_too_late,"Gearbox controller applies pressure to set gear forward out of sequence, e.g., before clutch is disengaged or before steering adjustments are made.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The gearbox controller engages forward gear before the vehicle is properly aligned or before other control actions like steering or braking are completed, leading to incorrect parking or collision risks.'}]}"
UCA-GearboxController-ApplyPressureSetGearForward-duration-1,Gearbox controller,stopped_too_soon_applied_too_long,"Gearbox controller applies pressure to set gear forward for too short a duration, causing incomplete gear engagement and unexpected vehicle behavior.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During gear shifting, the pressure to set gear forward is released prematurely, causing the vehicle to jerk or fail to accelerate smoothly, potentially leading to unsafe acceleration or parking errors.'}]}"
UCA-GearboxController-ApplyPressureSetGearForward-duration-2,Gearbox controller,stopped_too_soon_applied_too_long,"Gearbox controller applies pressure to set gear forward for too long, causing gear damage or unintended prolonged forward movement.",,"{'process_model_variables': [{'name': 'Context', 'state': 'Pressure to set gear forward is maintained longer than necessary, causing excessive acceleration, violation of safe distances, or vehicle movement beyond allowed areas or while passengers are not safely seated.'}]}"
UCA-GearboxController-ApplyPressureSetGearNeutral-not_providing-1,Gearbox controller,not_provided,"The Gearbox controller does not apply pressure to set gear neutral when the vehicle is required to stop or pause during parking maneuvers, leading to unintended vehicle movement.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During parking, the vehicle must be set to neutral to avoid unintended acceleration or movement; failure to apply neutral gear pressure causes the vehicle to move unexpectedly, violating minimum safe distance and parking boundaries.'}]}"
UCA-GearboxController-ApplyPressureSetGearNeutral-providing-1,Gearbox controller,provided,"The Gearbox controller applies pressure to set gear neutral while the vehicle is supposed to be in forward or reverse gear to complete a parking maneuver, causing loss of control over vehicle movement.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During active parking maneuvers, if the gearbox is set to neutral prematurely, the vehicle may roll or fail to execute required movements, resulting in improper parking or unexpected acceleration/deceleration.'}]}"
UCA-GearboxController-ApplyPressureSetGearNeutral-timing-1,Gearbox controller,too_early_too_late,"The Gearbox controller applies pressure to set gear neutral too early or too late in the parking sequence, disrupting the parking process and causing unsafe vehicle behavior.",,"{'process_model_variables': [{'name': 'Context', 'state': 'If neutral gear is engaged before the vehicle has fully stopped or after the vehicle has started moving again, it may cause loss of control, abrupt stops, or unintended vehicle movement during parking.'}]}"
UCA-GearboxController-ApplyPressureSetGearNeutral-duration-1,Gearbox controller,stopped_too_soon_applied_too_long,"The Gearbox controller applies pressure to set gear neutral for too short or too long a duration, causing incomplete gear engagement or delayed vehicle response.",,"{'process_model_variables': [{'name': 'Context', 'state': 'If neutral gear pressure is applied too briefly, the gear may not fully engage, leading to unexpected vehicle movement; if applied too long, it may delay subsequent gear changes needed for parking maneuvers.'}]}"
UCA-GearboxController-ApplyPressureSetGearReverse-not_providing-1,Gearbox controller,not_provided,"The Gearbox controller does not apply pressure to set gear reverse when the parking maneuver requires reversing, causing the vehicle to fail to move backward as intended.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During an automated parking maneuver, the system requests gear reverse to back into a parking space, but the Gearbox controller fails to apply the necessary pressure, preventing the vehicle from reversing.'}]}"
UCA-GearboxController-ApplyPressureSetGearReverse-providing-1,Gearbox controller,provided,"The Gearbox controller applies pressure to set gear reverse when the vehicle is not supposed to move backward, causing unintended reverse movement.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The Gearbox controller sets gear reverse outside of the parking maneuver or without user request, potentially causing the vehicle to move backward unexpectedly and violate safe distances or stop in unsafe locations.'}]}"
UCA-GearboxController-ApplyPressureSetGearReverse-timing-1,Gearbox controller,too_early_too_late,"The Gearbox controller applies pressure to set gear reverse too early before the vehicle is properly aligned or before other control actions are completed, leading to unsafe vehicle movement.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During parking, gear reverse is engaged prematurely, causing the vehicle to reverse into obstacles or incorrect parking spaces due to improper sequencing with steering or braking controls.'}]}"
UCA-GearboxController-ApplyPressureSetGearReverse-timing-2,Gearbox controller,too_early_too_late,"The Gearbox controller applies pressure to set gear reverse too late after the parking maneuver requires reversing, causing delays that may lead to incorrect parking or system timeouts.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The system requests gear reverse, but the Gearbox controller delays applying pressure, resulting in prolonged parking time or failure to complete the parking maneuver within allowed moves.'}]}"
UCA-GearboxController-ApplyPressureSetGearReverse-duration-1,Gearbox controller,stopped_too_soon_applied_too_long,"The Gearbox controller applies pressure to set gear reverse for too short a duration, causing the gear not to engage fully and the vehicle to fail to reverse as commanded.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During reversing, the pressure is released prematurely, causing the vehicle to stall or fail to move backward, potentially leading to incomplete parking or unexpected stops.'}]}"
UCA-GearboxController-ApplyPressureSetGearReverse-duration-2,Gearbox controller,stopped_too_soon_applied_too_long,"The Gearbox controller applies pressure to set gear reverse for too long, causing the vehicle to continue reversing beyond the intended distance or time.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The gear remains engaged in reverse longer than necessary, causing the vehicle to reverse into obstacles, park outside the designated space, or block emergency services.'}]}"
UCA-GearboxController-Clutch-not_providing-1,Gearbox controller,not_provided,"Clutch control action is not provided when required to disengage the engine from the gearbox during gear shifting, causing gear grinding or inability to change gears.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During the parking maneuver, the gearbox controller fails to send the clutch disengage command before shifting gears, leading to abrupt vehicle behavior or inability to park properly.'}]}"
UCA-GearboxController-Clutch-providing-1,Gearbox controller,provided,"Clutch is engaged (disengaged from engine) when it should not be, causing unintended loss of drive torque and possible vehicle stall or sudden deceleration.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The gearbox controller activates the clutch during steady vehicle movement or acceleration phases, causing unexpected deceleration or loss of control during parking.'}]}"
UCA-GearboxController-Clutch-timing-1,Gearbox controller,too_early_too_late,"Clutch control action is provided too early or too late relative to gear shift commands, causing gear damage or abrupt vehicle jerks.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The clutch is engaged after the gear shift command has already started or disengaged too late, resulting in harsh gear transitions during parking maneuvers.'}]}"
UCA-GearboxController-Clutch-duration-1,Gearbox controller,stopped_too_soon_applied_too_long,"Clutch is engaged for too short or too long a duration, causing incomplete gear shifts or excessive wear and vehicle instability.",,"{'process_model_variables': [{'name': 'Context', 'state': 'The clutch remains engaged longer than necessary, causing delayed vehicle response, or disengages too quickly, causing gear clash during parking.'}]}"
UCA-GearboxController-Unclutch-not_providing-1,Gearbox controller,not_provided,"The Gearbox controller does not send the 'Unclutch' command when required to engage gear changes during parking maneuvers, causing the vehicle to stall or fail to move as intended.",,"{'process_model_variables': [{'name': 'Context', 'state': {'process_model_variables': [{'name': 'Context', 'state': ""During parking maneuvers, if the 'Unclutch' action is not provided when shifting gears, the vehicle may not accelerate or decelerate smoothly, leading to improper parking, excessive acceleration/deceleration, or failure to stop in emergency situations.""}]}}]}"
UCA-GearboxController-Unclutch-providing-1,Gearbox controller,provided,"The Gearbox controller sends the 'Unclutch' command inappropriately while the vehicle is stationary or during critical control phases, causing unintended gear engagement or loss of torque control.",,"{'process_model_variables': [{'name': 'Context', 'state': ""If 'Unclutch' is applied when the vehicle is not supposed to move or while passengers are not safely seated, it can cause sudden vehicle movement, involuntary activation of the system, or failure to stop during emergencies.""}]}"
UCA-GearboxController-Unclutch-timing-1,Gearbox controller,too_early_too_late,"The Gearbox controller provides the 'Unclutch' command too early or too late relative to gear changes, causing jerky vehicle movements or delayed responses during parking.",,"{'process_model_variables': [{'name': 'Context', 'state': ""If 'Unclutch' is applied before the gear is properly selected or after the vehicle has started moving, it can cause excessive acceleration or deceleration, improper parking alignment, or violation of safe distances to objects.""}]}"
UCA-GearboxController-Unclutch-duration-1,Gearbox controller,stopped_too_soon_applied_too_long,"The Gearbox controller holds the 'Unclutch' command applied for too long or stops it too soon, leading to incomplete gear engagement or unintended vehicle movement.",,"{'process_model_variables': [{'name': 'Context', 'state': ""If 'Unclutch' is maintained longer than necessary, the vehicle may lose torque control causing sudden acceleration or deceleration; if stopped too soon, gear engagement may fail, causing the vehicle not to move or stall during parking.""}]}"
UCA-SounderController-ModulatedVoltage-not_providing-1,Sounder controller,not_provided,The Sounder controller does not provide modulated voltage to the parking process when an audible alert is needed to warn about proximity to obstacles or system states.,,"{'process_model_variables': [{'name': 'Context', 'state': 'During parking maneuvers when the vehicle approaches minimum safe distance to objects or when the system needs to communicate warnings to the driver or environment, but the sounder remains silent.'}]}"
UCA-SounderController-ModulatedVoltage-providing-1,Sounder controller,provided,"The Sounder controller provides modulated voltage causing the sounder to emit alerts when no hazard or warning condition exists, leading to false alarms.",,"{'process_model_variables': [{'name': 'Context', 'state': 'When the parking process is inactive or the vehicle is stationary and no obstacles or system warnings are present, but the sounder emits alerts confusing the driver or environment.'}]}"
UCA-SounderController-ModulatedVoltage-timing-1,Sounder controller,too_early_too_late,"The Sounder controller provides modulated voltage too early or too late relative to the actual hazard or system event, causing mistimed alerts.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During parking, the sounder activates before the vehicle is near an obstacle or after the vehicle has already violated minimum distance, reducing the effectiveness of warnings.'}]}"
UCA-SounderController-ModulatedVoltage-duration-1,Sounder controller,stopped_too_soon_applied_too_long,"The Sounder controller applies modulated voltage for too short or too long a duration, resulting in incomplete or excessive alert signaling.",,"{'process_model_variables': [{'name': 'Context', 'state': 'During parking, the sounder stops alerting prematurely before the hazard is cleared or continues sounding excessively after the hazard is resolved, causing confusion or alarm fatigue.'}]}"
